Connection ID,Meter Serial,Consumer ID,Current reading
019cdc6d-1ae7-7217-9d44-2401b1a2ff45,4000,f9ed6baf-fab4-40a1-a388-064e1e4b02f9,760
019cdc6d-1b00-7387-b86f-d5ceb5474cac,4060,412597ae-0420-44fc-85ae-31999e7f7095,3250
019cdc6d-1b30-7291-888a-541c817f0552,4188,1c60a08b-a50a-4f0b-a05b-68a64da4c55f,140
019cdc6d-1b5c-7195-9cdb-04d091f0593c,4199,e7395809-2d5f-4587-9344-ef013244039b,3060
019cdc6c-ea51-70f7-abf4-ed631a744caa,6399,c1407b0c-b5fc-49ec-80db-d2dbe1b8a426,500
019cdc6d-0a6e-71cb-bfc8-35ea9050b494,8694,f17e87b6-8dc6-4c2d-a303-f40cb591cfc1,2610
019cdc6d-48ef-70fd-beac-d227f0c3bec9,9900,699227b7-9eed-422b-bc87-e1be594eaa88,48
019cdc6d-2e42-7233-962f-1d4cfef246d1,15000,ab6bc22e-dedd-4891-9cf6-bb62f68280b5,12225
019cdc6d-0a2e-7208-81ac-86de7d261d5c,22603,17f630f0-c350-43bb-a8d8-a6ebd7441971,7215
019cdc6d-093f-720a-86aa-e506d84c1807,26509,f2ca9663-7920-46ed-acc3-c3d5c3d56040,7549
019cdc6c-cec3-73f2-9b75-4b2d058687fd,26574,0723f7c7-1ccf-4299-9a40-de5bd640c2f0,6200
019cdc6c-ce95-72d9-9966-59f50d20ba71,26578,e4422917-bc1e-441c-9c63-ffc4e5f6063c,2420
019cdc6c-c90e-7132-b975-9030bb947d44,26582,78c1ae57-6157-4b4a-91e4-1652a4812829,3150
019cdc6c-d410-72ab-abad-3967949798ac,26587,6956d446-c2f2-4419-a15b-b4871efdb8e1,8850
019cdc6c-d5e4-701d-bf29-d91535090401,26593,aaab6298-bdb0-4ad2-993c-ab37a426a341,1305
019cdc6c-cc81-72bf-80fc-27707f6dac86,26613,9304a972-8850-4157-9c6b-510204fd617d,5655
019cdc6c-e5c4-704b-9416-06c724e24b93,26615,49d47b25-7cbf-49a8-a1af-e6b4c92652fc,2451
019cdc6c-d699-7324-8555-e92a61e431f7,26616,ea0ded68-09c4-4781-8ff9-fd017705976f,4450
019cdc6c-d656-72b1-8dfe-d5d886fa93dc,26620,5bb0dd25-f449-4e95-b7d9-b69ec4605ea7,3055
019cdc6c-d1db-72b1-93b0-4f3f94db5ba5,26621,1da2401f-326c-4f37-ac6f-bf42e223161c,4000
019cdc6c-c4d6-739b-a7ad-d72f14849287,26623,1a38c551-573b-48d9-9aec-a1b205536107,3705
019cdc6c-d84c-7168-9a21-569f9c8431be,26624,46950735-422b-48c2-8979-51be76eb7919,2551
019cdc6c-c8fc-703f-93d3-ab303fe28435,26785,a6699eb0-4d8f-4335-9cfa-3b15e8131e39,4800
019cdc6d-0a7a-72ea-acb0-4da2a55d2085,26787,9c82cbe2-4e19-4891-afaf-5ff5e3704125,1860
019cdc6d-1559-732a-812b-c83b7bceb248,27346,179b5d01-4b63-4ec0-b2d9-38cc4918e49a,857
019cdc6d-10f4-71c7-b096-573723acea1e,29669,6309e6ad-0426-4d6f-a2d9-6b79f56ef8fc,2130
019cdc6d-01de-7044-9f1f-c788734b45f3,29671,32171803-0926-4809-aae2-7ed4f73f35f3,301
019cdc6c-fec1-7257-8c10-6cc6d9278486,29674,9014d9ba-678c-4a01-8f6e-9f71c62dadc4,1040
019cdc6c-c890-7125-a72f-677bb5a319af,29681,a9c9e944-37ab-4337-818d-d98e14e3fdbe,
019cdc6d-00c6-72c7-811a-1edd6e5b55c7,29683,e700f994-810c-47d2-a1a7-f54165983db1,1300
019cdc6d-00ee-72f2-93cf-c6b4ce9c1ad3,29686,0a318af2-68de-40ad-b857-f38cc529726f,7043
019cdc6d-0083-703b-8278-7c82bc907034,29688,92298bfc-2493-48eb-8813-c18cc3deb85f,1575
019cdc6d-0078-704a-80f3-6ba2dfe11d14,29690,d12ae517-61ee-4f69-9c6b-143656ee1bf7,2240
019cdc6d-069b-729f-9450-bfaec0847bcb,29789,7fdf2eed-b862-4c7b-bffb-e3e70d6fd5e7,940
019cdc6d-15fd-7379-b4e9-76fbf2c53318,29814,790941da-f42c-45ec-9d30-6d34aa042839,4290
019cdc6d-01bd-7252-a228-52258597afca,29820,26361787-7707-4399-9734-62d724c8d0f8,
019cdc6d-0099-729b-ab1c-dc2519d9ac62,29826,3f04297f-b590-461b-b0ea-0691418db1a7,2800
019cdc6d-06c4-7111-a230-e21221bd6444,29827,216afc7b-66b7-416c-a740-d896ea4b345f,3800
019cdc6d-01ed-7007-82e8-0a6de69d7b85,29831,03d4a579-0d94-4dc2-a56c-40eb37ae60e7,2950
019cdc6d-06a8-721f-902e-4a3b2168a99c,29862,4521bc23-63af-420f-92b0-6b9763feb33d,1730
019cdc6d-00b0-710b-b123-1ea3739e3378,29934,7eb163e7-3851-469a-b0fe-2d5c8116bd4e,2880
019cdc6d-1028-7180-993b-77dc5456aafb,29951,9005fffb-d903-418c-80f0-ab23d85190f4,2299
019cdc6c-dda5-7187-9bb2-7addc860ffe2,30030,3102bfd5-458a-43c2-8579-2384704c49c4,3680
019cdc6d-00d1-70b4-a81c-f79f4f381d74,30086,663be1c6-8e00-4e86-84b4-babc3d952f3d,1910
019cdc6d-1034-7158-bfec-0745acfcea5b,30089,7c885fa6-0df3-4f0a-810e-d7e1d1ed2f90,1200
019cdc6d-1048-7305-b11b-0450e059889a,30090,cd0dd069-e6e8-40c3-845d-14a155da5b59,3398
019cdc6c-ec63-704d-90bc-ec00ddb63754,31614,b0a80025-c68f-43aa-a561-54d30a96a714,5021
019cdc6c-cfb0-70c1-98de-e7e948b90147,32055,e615f823-e2ee-4919-b1e7-99319902eb0e,490
019cdc6c-f20d-7365-98ff-61cb2d9675ac,32059,74848b97-33d3-4292-8aa2-d0201eec2362,
019cdc6c-dc47-7090-8bec-92f0c595fc97,32062,2e47dda4-b9b5-4a75-baee-2d38bd78d420,1700
019cdc6c-d831-72e9-afce-35c2f8c9fe56,32065,5bc2d3c1-cace-44e3-b601-bd66142cbf23,2
019cdc6c-cb70-736e-bb57-55fdbfc78c53,33001,ef909c93-96c5-4111-9af8-06933a061998,4185
019cdc6c-e807-710f-b10f-6e7b471e58c8,33005,5912fb43-d005-414d-9743-7138e400afa5,4060
019cdc6d-0bfc-719c-9d6b-2f3e4444c53b,33006,4e4dc07e-17f3-4e0e-b490-3eab8d461a4f,3350
019cdc6d-0f76-730c-83ac-e379c4771eec,33011,128b9198-016c-4b84-8dc6-d05848f1fee1,1865
019cdc6c-ddaf-7095-b40e-0e85a026430e,33017,60e72d5c-a512-45e1-8ce0-506c7053da77,1664
019cdc6c-ea34-72c5-b364-4a8e34b13382,33019,19d997ff-a8c7-4521-aabf-159a10e6b54e,7859
019cdc6c-d123-7246-b9c2-387bce161c4c,33038,844c6008-ecbf-4094-9d45-ebf7692dadcb,1850
019cdc6c-e2a6-7019-a689-2db2d3587861,33041,f5ffd057-7ac9-4195-b5bd-bedc7e34c85d,8000
019cdc6d-0ea1-7334-8283-794cbd4c3582,33046,c37a7bf8-c6d4-41d5-90f9-172f7d751bc9,1150
019cdc6d-0e8a-72ef-b11e-798eff034b36,33048,9de69159-3c68-439e-9ed1-178ba23367b7,5520
019cdc6d-0e95-70a5-9c47-e0d97e9f996e,33049,b4405074-8752-4a66-aacf-200ef79bf071,1321
019cdc6c-ea6c-7183-9c64-6be0eb8d9d0c,33051,eb96905a-cac8-4f79-bfef-4a2a47dd0702,
019cdc6d-00bc-73d7-8ee4-2c12bfa25d53,33052,856f04f9-d7ac-493c-8331-310fbfc6713a,661
019cdc6d-0e7e-7075-929b-d15bfb588897,33053,ca75ceae-b5c4-47dd-840a-11382dc6744b,6526
019cdc6d-1b3d-731d-82d8-d02c994ba032,33056,3455a493-43e4-4774-b503-f8290f2fedf5,1850
019cdc6c-d037-728e-9074-58469b8fef7f,33057,d97db7bf-fd4d-4ff7-a2d7-01b988617969,2781
019cdc6c-e504-7026-956a-c620149e8dd0,33060,35df80cf-e035-439e-98a9-934a71151a4a,1904
019cdc6c-d227-70b5-b4d3-dc8996e3b11f,33063,48ad1e0f-dea9-42db-a9bb-a177ce1ec401,
019cdc6d-0d6f-7383-b8a6-23052293dc70,33065,f53d0fa3-b6a9-4710-a7e4-31404aff1ad9,3193
019cdc6c-f580-707c-b509-fb91255ffc63,33071,d8bb08cb-1772-499f-aa29-f95bd9b110b9,19120
019cdc6c-d5a5-73a7-8fc9-79db5a8d4f06,33075,57e378ae-abb3-4c8b-be22-c4f05b69b621,1605
019cdc6d-0472-7103-8ff9-7838338408fe,33077,a29dc570-b212-4113-8b97-81d526190b9f,2150
019cdc6d-048d-73f9-8938-4f93d51daf7a,33078,a2566755-1174-4208-afe8-17988b8148bf,1712
019cdc6d-0aff-730c-a43e-a317481fe385,33081,0de83adb-b89c-46a2-a1e1-d027c84ac722,6009
019cdc6c-d67f-72f5-93e2-8bdea154e2f8,33085,11cc3256-c035-4ec6-98be-b6acb076ec63,3088
019cdc6c-f862-706b-9e7e-743c76c4f103,33088,480c4065-faf4-4982-8f86-6a2f19cb9843,2885
019cdc6d-0b83-70e5-8283-83ea2c216a79,33089,2f84e398-dc6b-4235-8f82-17c360d71b5e,1550
019cdc6c-db44-7191-9485-5cfadb9b929f,33090,afaac578-8946-4b45-882f-4e161bc728b0,1919
019cdc6c-e757-702f-a63f-2ccb6d3b5213,33093,c329cf47-b97c-4e6e-ae81-355f73b17893,2930
019cdc6d-2ca6-7183-aa80-e370222c9011,33096,2dcaa41e-eb10-46b9-9ddd-e51aff2a58e7,8388
019cdc6c-e7ee-70ab-be32-1d281d4c430e,33097,e68f90bd-9de3-4c77-9c2f-137dedab17c3,4613
019cdc6c-d6a7-70a3-98e1-90665c128aec,33107,2ae1b1f9-17b4-47e7-b480-ed7f119e5e87,2660
019cdc6c-e716-72a5-b546-f7343e30c031,33127,12c27d6a-0363-4fec-8b5c-8941a7e3dd46,5788
019cdc6c-e5b8-712f-9f3e-c889a9d24154,33132,d4082e73-1529-4ed4-8b79-cec134b6b8b6,3200
019cdc6c-e769-71be-82f9-2ba993485395,33135,e48449af-befe-45b9-b4f3-00b20da7bc22,6318
019cdc6d-0c77-72d1-9256-5f105bac3c58,33142,1c90c27e-a196-4605-b66b-bdcfc9c83e70,1330
019cdc6c-d99d-7026-afb8-e7a153586002,33144,3d8d6d32-404f-4360-99e6-b22732dd549e,2337
019cdc6c-d2df-71fa-a35a-01ab5a961bf0,33150,21b39caf-ad3e-4cea-b572-844fb755c4e5,5850
019cdc6c-d2cf-712a-93c7-3ec179534243,33151,50923f3b-57bf-43e8-9377-d13576fce4ae,3600
019cdc6c-c96d-71bc-9387-9100836ad293,33152,56b283b5-c0cd-4471-91c2-e4e0cd313c8a,430
019cdc6c-ea77-7183-8613-8e2fa71dca38,33154,94921e07-7f2f-42cb-a0d9-1f0ffd8ad738,4616
019cdc6d-0c33-7012-bccf-3b5d27ebfd31,33155,aeb44c63-d522-4f80-9d6b-f4ee54491415,1246
019cdc6d-13ed-71ea-a0d0-c3ceeb15d9c9,33185,98dfbcde-e2b9-4256-aaa8-e3c11a4f5663,5410
019cdc6d-1698-7289-8def-fb578ffdf766,33188,14ef6ce0-4541-4ca1-b77b-c9d5fa648989,2009
019cdc6d-0b0b-71d5-9360-c891f55980b9,33193,73a98b67-9c07-492b-ae5d-a843cc40c316,561
019cdc6d-0a63-717d-bdfc-a0cd2c4082f1,33197,2d777a8e-60f9-463c-8e26-b9f38a5d9cfe,3340
019cdc6c-d24b-7368-8156-3bb654e69b4c,33369,8cdc7d98-ab1a-462f-a9d0-fbc283c3f7d4,4502
019cdc6d-0345-7263-b2f8-cb69c0b6b482,37023,327c3161-13de-40b5-a828-f20390179ed1,2480
019cdc6c-f510-727b-b5b1-74f3fdf4df2d,40602,1c4204be-2fb7-4096-a0da-df8217a95644,5080
,47063,,55
019cdc6d-2017-7221-8991-e244e4d6cbde,47633,8e0bbc50-0816-4af9-b12c-778608c63b62,19240
019cdc6c-e7b6-705f-9f8a-71ab946d1919,64033,ea696a9a-5c8f-4da9-a31f-343b473659ed,3800
019cdc6d-4bc1-7267-844a-ac5ffc39e9f1,76460,33ac0a47-51f5-4a07-99d6-eef6aee23bc8,970
019cdc6d-1479-71c9-b4ba-efbb701a1258,80937,1c7bad65-27ef-4524-9b82-139c780aeee6,5097
019cdc6d-035d-70d9-8778-eed492368153,86494,fad0cea0-d03f-4fcb-a66e-10e5937e61c8,240
019cdc6d-1bd1-7288-b873-6ccb71e77547,86653,1f353940-6b0b-4668-854a-db3d028d06c0,1418
019cdc6c-e055-7304-9de0-7ddd1c997aae,86906,b69deaae-7f14-45e2-a055-323de1e9aeb1,3680
019cdc6d-145a-73c7-917a-4ac186e4b3bf,86908,71fc69bd-3467-4c71-9fd9-630132677ce7,20764
019cdc6d-13fb-7141-ad03-f40c60f80001,86911,a40904d4-ab0b-46bc-a262-b702561d0743,810
019cdc6c-ea89-7322-a055-4b019aec4384,86917,17c8e39f-4cea-4bab-ba77-6a40939b2248,4110
019cdc6d-1498-713c-a4fc-7f40980ac553,86920,3e292f93-332e-464e-a835-d3b7974ee84d,920
019cdc6d-0be4-7210-8362-66cf5b976bf7,86922,e1487202-b482-4b2f-ba3f-f641b83a6c6e,625
019cdc6c-f1ce-7226-8bdf-51a409189e5b,86924,b394d795-7225-44e7-aa09-e1ecf6201d94,6300
019cdc6d-0c8c-700b-b535-a83a8d2ba0a3,86929,c6054f79-1912-42d0-ab3f-69e640a0328a,4419
019cdc6c-ceb5-7052-b0e6-ec6502037062,86932,3293bc06-08de-439c-abdd-6e0945f814e5,2210
019cdc6d-1591-715a-b8cf-a36bb73a387f,86934,cd86eb7f-694b-47b1-815a-1777ed376c86,3050
019cdc6d-101d-71c2-9344-0eea31ee3977,86940,f2e0dd84-5813-479a-bd4e-bb5f5ac881d9,4675
019cdc6d-1012-7131-a663-3dfec92e8acb,86942,9efd85f1-4012-4363-ab2e-a2ff5787234b,184
019cdc6d-0214-723b-8af2-29afe36b3334,86944,f9684042-7395-4537-bc45-7a6c2389c3a1,2350
019cdc6d-090d-7321-8317-d65ce3e70bdb,86946,100098c2-97c8-4128-bb5a-66f8f6d114af,3475
019cdc6d-0fe4-7267-b523-ead1851d09d8,86948,e1d0fea4-5c6f-4c07-b644-1b14c7dd6216,3586
019cdc6d-0862-7175-9aaf-e6698ec7a806,86950,6bbfa3a6-76db-4a10-9d37-4562ebbff4aa,600
019cdc6d-0ffb-7143-8eae-bb73d9380f75,86953,d8c2f09c-5f55-4828-ac45-1fd396fbec1e,7550
019cdc6d-033a-7274-9403-d973a1c64223,86954,773c55c7-5485-467f-bf3b-eb4f7457ce0e,3620
019cdc6d-1611-7178-bc56-dd6ccba5a7ee,86957,75bd49cf-5542-41a9-89f4-d7532da44f02,4787
019cdc6d-0376-720b-bb5e-70b1efc1d5b0,86958,0b82c2b7-13b4-4148-a039-2f2255481f8c,2450
019cdc6d-0c82-7387-aa63-36964ec6a93a,86959,7c8aec70-2f3f-4c94-8af8-756d35291122,9383
019cdc6d-0c4f-730c-8b51-4a2455ffdee2,86960,6e4f1681-66c4-43d7-a437-2e5d4de8a92f,10303
019cdc6d-14a3-71b7-9ea7-e3bfacdfef34,86962,45cc89eb-eb86-44a9-a763-6925ef12fa74,1296
019cdc6c-e44d-710e-97fd-b77fc3b7b09e,86963,2f3ba933-13a0-4826-929b-34d8394e06d8,6963
019cdc6c-fad5-717f-aa65-503664a68c62,86964,9946f08a-226a-485c-9573-a4c6626ec70b,383
019cdc6d-0d08-72be-93bc-9e5d42ad57a9,86970,39bc6b58-b6eb-40e5-a00d-ce6d8991ef30,1840
019cdc6d-0d2d-7385-aecf-530983e2c439,86973,8b5cdbd2-5d8f-46a9-8feb-5eb6b1bc6b48,2760
019cdc6d-0d55-7284-99ef-3fb92f6cc194,86974,6a70d3a4-2c03-480e-a563-6f049cbdfaa8,2585
019cdc6d-0d61-70d6-be67-9e88dee8a165,86975,a669769b-3c78-480c-971a-36dca896703e,3994
019cdc6d-0d48-7040-a169-5a3bcbc64c22,86976,49c8094e-8ea9-4819-a4f5-0d2f21d3d2b1,2532
019cdc6d-0dc2-7130-9db6-b369790c5fa6,86983,ed6816bf-b077-4cd3-9258-9ab864cce46e,320
019cdc6d-1573-7084-9a4f-aa31eac54a05,86984,f9c1f507-074d-4a80-8325-864c257231c7,2396
019cdc6d-0ddc-707c-baba-7c69d2bce7d6,86985,1b50c241-e32f-4418-9d09-9133262c7414,4868
019cdc6d-0e18-7065-bda9-9afc343f4108,86986,85ee31c1-7b0c-4441-ad30-4d744cb3ca65,1388
019cdc6d-0df3-73aa-b924-b0122aca3e8e,86988,96891d53-df06-4b2f-8a76-55380c0207fc,2360
019cdc6d-0db6-700d-b013-e00815a04a4a,86989,bf3c1e50-151d-4480-8901-6f0006cfcdd1,1220
019cdc6d-0c44-70d5-b764-8527cee35406,86990,126d1dce-ef71-4f87-a271-fc32672f0024,3609
019cdc6d-0de7-72d7-a658-35b2ce1a7f5a,86992,deff1887-17e2-44ca-be12-0216d4870e58,2220
019cdc6d-0dd1-719e-8551-7a0daa5fd77e,86993,dc66d9df-ea7f-42ab-93f3-4c21443fc022,3100
019cdc6d-0dfd-71f1-99e8-3878539aef0a,86994,fb7e63e6-7b55-4d8b-9e40-af99940154c4,1745
019cdc6d-0e10-735a-bbaf-d381d79335a7,86995,3dac4b6e-d0da-46c7-a94f-fa8cdb2d2f1f,4264
019cdc6c-dd57-7229-8605-b6e34df8e655,86999,514c0fc6-c789-4b6e-a3a2-6b7557672d2a,350
019cdc6d-0c2a-70c1-bf40-1c636fab94b5,87000,a36d67f2-5d15-4114-b220-566c33a5ac47,5152
019cdc6d-073b-724a-9f80-be9f215481d0,87022,6447c10a-e8a7-401b-8af6-a3c59c5a3791,3473
019cdc6c-d5cf-73b6-a7d5-5cc7ff9f7c95,87024,2499a4df-4868-492e-b8e2-096a9c6e6e31,5100
019cdc6d-02dd-7070-bf2e-8ebe234b616e,87025,6dcd41fd-7b81-40db-a213-c20c70e823be,2660
019cdc6d-076e-7360-b9a7-fbb088d236c8,87026,a19e8850-bbca-4b08-a95f-5e2af6b87691,3100
019cdc6d-0242-7314-b5d7-cbdad918daa0,87027,b1133682-dc67-4c8f-9371-aa141405701e,3372
019cdc6d-1154-70ac-bec3-13ee9b4a626e,87028,71c9cbf7-984e-424f-9c6a-758544d28b30,1045
019cdc6d-032f-7356-951b-662472274490,87032,b0567d13-45e9-498a-b50b-c8907d0e6672,3480
019cdc6d-0650-72d0-8bf7-091d17a07b8b,87033,10cd3729-1fdc-46e3-99b8-839288c55885,1431
019cdc6d-030f-716c-a6f8-50db68caacd2,87035,f4972337-afe7-4bc1-b1fd-d64cfcf856e5,100
019cdc6d-0700-7069-be9c-eaf7a0dc7b33,87036,8b91da15-e98b-4fa7-88af-3c493d74ae40,4290
019cdc6d-06db-71be-87d0-2276d1ce4f80,87037,5ce4c6c0-1df0-4d09-b11e-ba88a697e209,340
019cdc6d-0924-73e9-aa94-f39892c60d2a,87038,a4110bc0-3ac3-4848-b842-ad969bb87f79,1620
019cdc6d-249e-730f-b4c2-bd62c8fe8d3c,87039,75910491-5337-4ce6-ab5d-048cb4d3e19f,620
019cdc6d-0758-736d-bbee-f8274328826c,87041,79681cda-09a3-4e69-bb3e-980f3f1b93bd,
019cdc6d-095f-70fa-a8be-762327dbeca4,87064,7b68976b-e2ee-4a96-8859-fad15c3c052b,1790
019cdc6d-13cb-734c-a0a7-28f3b149eadc,87065,a982338f-2c4a-414c-91d0-dc0ca9608228,980
019cdc6d-15d8-7257-8c41-3e42d67ba072,87066,f52b5d1b-f20e-455f-bb9c-0ec7191e40c5,2000
019cdc6d-1332-7316-beda-53fda510d851,87069,3ee9f49e-9061-4fc8-998a-77bdc8d4bd42,1670
019cdc6d-15f2-730c-afd9-7adc721427d3,87070,389496df-f4b2-4709-a6dd-a4b71bd5e5ce,2355
019cdc6d-15e5-7231-bca9-cd6559cffb68,87071,4df11c45-ed17-4fa8-93c4-3813ba450bb4,3000
019cdc6d-15bb-736b-bf2c-9f1c8a859180,87073,be151d3a-fb8d-41fa-b833-e3d190edc8e2,2180
019cdc6d-1420-7012-974d-865c93afdbe2,87075,1d2e89f8-a95e-4a0f-9acc-b830af2e5628,620
019cdc6d-1467-7215-bf7d-2b115f011b4f,87081,c3561a17-b278-4fb1-8664-9c8881a488bc,3140
019cdc6c-d41c-7399-a11b-ab13be2abeca,87082,4e77f77e-b883-48e2-8f8c-ef776a4daf3a,5900
019cdc6d-15ad-72e8-bb83-20ce78128bc1,87086,d22505e3-e7fa-4b28-b100-42d8ecc77bac,600
019cdc6d-148a-727d-805c-5d477e22578d,87092,12ed6c25-edc5-4118-adeb-4e988eb538ce,3030
019cdc6d-143a-7374-8576-ef0f6852994f,87093,a7e292ef-3481-4aa9-aa89-3f938f8b6637,524
019cdc6d-1b74-7011-9227-68d56f994628,94555,2f53cc77-48c1-48ca-af01-33a2884a4790,3641
019cdc6c-dcb3-72bd-81b5-41489db939b4,114212,0821b942-97d2-4ab2-9e41-1d4de002700c,3471
019cdc6c-de48-71e0-9581-0db8626392f9,114559,25e327bc-d1a7-4885-b28f-916badba0c3a,4500
019cdc6c-df30-723a-b624-c264947a661e,114565,937e157c-fad1-44dd-8366-a9748b9b8d40,2608
019cdc6c-f1a8-7159-8959-e5347783c5bd,114577,faee12c4-9263-44e8-b82c-6d3be975b0cc,476
019cdc6c-daad-70d9-88e6-43a4b877ac5b,115015,64332f74-04c8-45d3-bf82-6ba859265608,1404
019cdc6c-da7a-71e0-af19-88c2f6be3315,115777,fe264b72-1a2c-48b0-8fc9-ad7c8dc7f623,554
019cdc6c-d3c6-7143-8584-e8416e99768c,115811,163a6d60-0d65-47b0-b16f-33ef00333c5a,2330
019cdc6c-db28-7207-b9d2-363d5d3a9886,115874,3e16d64a-a096-45d1-91a8-2e1b907db2f8,7304
019cdc6c-ca22-7291-ac25-85a28f3a7a39,115878,f933b616-9256-4bd7-a8a8-fec31bd6b0f0,3005
019cdc6c-db0d-7139-8b80-89197a8f2484,115879,0b38193b-6a5a-4671-b22c-9aaebf35bb25,2049
019cdc6c-db99-719c-af25-acde0a45c311,121571,713bad3f-b580-4aa4-b936-1b22181939ca,3483
019cdc6c-f8e1-7360-ab14-7eedfa09a318,124720,3411db32-a767-477a-8285-f55146eab56b,6250
019cdc6c-da2f-7376-8755-221f64b27a3b,124729,e7852386-7646-4873-80ef-de38df356100,10677
019cdc6c-f90b-7320-a9cf-415e7a882045,124745,c9f55390-7516-422d-b6f8-2a40825f3cc5,21176
019cdc6d-0024-7263-afa9-1434a9c4d673,124746,7d8f68a4-e393-4b02-800b-a6932cb6d793,6800
019cdc6d-0b64-7387-84bc-cdbff85747b1,124771,80168905-e269-4e00-ab66-bb9401eca4b9,21005
019cdc6c-fc7d-73bb-aea3-165683d33724,124805,ed7e67e2-29c9-40ed-8d6b-5411528a97e2,15881
019cdc6d-02b4-7392-b65d-44b126f8b084,124830,08005872-fdb4-4f45-88cc-9e040dc07c59,270
019cdc6d-08d5-72ad-9dec-948c3482e13a,124844,57bcf6fa-766d-4e11-8744-cc82c1c4c60e,
019cdc6c-d902-72da-a89e-6f8e05d26735,124845,a755a3b5-a47a-489b-89bc-c5dfece1f147,2485
019cdc6c-f24e-7382-ae87-92a71352120c,124853,4845f437-57bc-4c15-af77-395cc990d48d,1421
019cdc6c-d9ae-70a6-992f-543eb8604296,124855,ff22e2be-78c4-4a8e-af77-8b3b8480065c,9900
019cdc6c-d941-706b-ab48-c760513ecf30,124862,c3a63aeb-1644-4a7f-bdc2-268c8c66e37e,23355
019cdc6d-1712-72fa-b710-bbeb55f2d9af,124885,abf6927b-9308-4a60-9411-169cd4d0effb,9062
019cdc6c-f914-70c3-87a2-e49edba11452,124893,462646da-ba65-4316-8b77-d8d147300e99,1392
019cdc6c-d8f3-720d-a95c-c8ce56cd515e,124910,cd3bcdb6-2aeb-4e5e-909f-cf17291e9962,8850
019cdc6c-fc4a-71b1-9508-d62c8d8f2635,128548,dbcffd60-d0c9-4f93-9f42-fe22e0ca457c,67000
019cdc6c-da04-71be-ac6f-898da21eb034,128550,8d274340-a1c4-4ba0-a921-5f9f768eed1b,74
019cdc6c-d87c-720e-b3d1-d7dece645f2d,149539,5b74abf1-1d15-4b46-b0a9-4079619d1bd8,16276
019cdc6c-d951-7151-b463-7391f2d0f15d,149541,c1e3c58c-3aa8-4037-a79f-f696538bae36,18200
019cdc6c-d8a8-70b3-800c-dfd84671d9a0,149543,a84ffd22-6ae0-45bc-80dc-5905fb11d9d2,14991
019cdc6c-d90f-72ce-817f-23771bf2fb3a,149548,f9ebbafc-af11-499d-969b-68c457123f4b,21300
019cdc6c-e57d-7324-84ac-a46c8974b002,155007,a93b80f0-5c41-463b-8b54-9a6e10be9e69,22990
019cdc6c-f532-721d-b957-bc798e5d1556,156500,113a7883-341f-4102-ae64-90371e77514b,1700
